id	Description	p.adjust	NES	negLogP
GO:0045103	intermediate filament-based process	0.0132974668942557	-1.77415570741831	1.87623108223769
GO:0045104	intermediate filament cytoskeleton organization	0.00774437364463214	-1.7855655522349	2.11101370168529
GO:0045198	establishment of epithelial cell apical/basal polarity	0.0138598855083055	-1.76563591971064	1.85824035726509
GO:0045229	external encapsulating structure organization	0.000208531103226618	-1.68886518936043	3.68082915914463
GO:0045785	positive regulation of cell adhesion	0.00151959075817748	-1.50787961399157	2.81827335639445
GO:0045860	positive regulation of protein kinase activity	0.00885694589404678	-1.57230849278653	2.05271600836372
GO:0046006	regulation of activated T cell proliferation	0.0138598855083055	-1.78568742308054	1.85824035726509
GO:0046034	ATP metabolic process	0.000435675981278778	-1.77429234111388	3.36083638196376
GO:0046434	organophosphate catabolic process	0.0283660971448458	-1.49842918727436	1.54720041411805
GO:0046649	lymphocyte activation	0.00210539584933378	-1.4029019885186	2.67666623758657
GO:0046688	response to copper ion	0.010738650045077	-1.84907405539313	1.96905031033319
GO:0048144	fibroblast proliferation	0.0182936147915682	-1.61866393995615	1.7377004700885
GO:0048145	regulation of fibroblast proliferation	0.00628494273416484	-1.71672893759328	2.20169867507421
GO:0048167	regulation of synaptic plasticity	0.000258044915817385	-1.80156562640788	3.5883046932854
GO:0048568	embryonic organ development	8.81980159309811e-05	-1.69960080473034	4.05454118448177
GO:0048589	developmental growth	0.00147374808020544	-1.4416400896241	2.83157674763509
GO:0048640	negative regulation of developmental growth	0.0120509305627388	-1.68906580182269	1.91897941593903
GO:0048660	regulation of smooth muscle cell proliferation	0.00455688703875156	-1.67550838708339	2.34133173706489
GO:0048705	skeletal system morphogenesis	0.0109087019904703	-1.59123774530148	1.96222692236426
GO:0048729	tissue morphogenesis	4.958e-08	-1.80858154698107	7.3046934775682
GO:0048863	stem cell differentiation	0.000745645487730042	-1.75371952813798	3.12746760592826
GO:0050673	epithelial cell proliferation	5.4536717279738e-07	-1.77269493418556	6.26331100702882
GO:0050767	regulation of neurogenesis	0.00443978679857722	-1.4667487216033	2.35263788448551
GO:0050771	negative regulation of axonogenesis	0.0202121117760839	-1.70161386321038	1.69438830871195
GO:0050776	regulation of immune response	0.0222716363320268	-1.3052386204798	1.65224787349749
GO:0050798	activated T cell proliferation	0.0132974668942557	-1.77140579025037	1.87623108223769
GO:0050801	monoatomic ion homeostasis	0.00816398669142598	-1.42806754483277	2.08809771192326
GO:0050865	regulation of cell activation	0.00394865262750504	-1.42739010112201	2.40355107051602
GO:0050878	regulation of body fluid levels	0.000533510906400331	-1.71317096871949	3.27285669799946
GO:0050886	endocrine process	0.00841632196110974	-1.8037120951549	2.07487765920996
GO:0050900	leukocyte migration	5.12416785138065e-08	-1.95285410491588	7.29037665259354
GO:0050920	regulation of chemotaxis	0.0149329065556906	-1.5591117076704	1.82585565254008
GO:0051047	positive regulation of secretion	0.00962047280598622	-1.50746991282422	2.016803583681
GO:0051101	regulation of DNA binding	0.0496153100202142	-1.529069345484	1.30438429062016
GO:0051222	positive regulation of protein transport	0.0280511278480912	-1.50678226373173	1.55204967243437
GO:0051336	regulation of hydrolase activity	0.000258044915817385	-1.47941263757729	3.5883046932854
GO:0051338	regulation of transferase activity	0.00384202492996561	-1.40177362697574	2.41543982143389
GO:0051346	negative regulation of hydrolase activity	0.00417902882343458	-1.65056007564408	2.37892463344709
GO:0051347	positive regulation of transferase activity	0.000754082447860766	-1.5956392938502	3.12258116779941
GO:0051604	protein maturation	0.0149595009774477	-1.39455137403467	1.82508289352741
GO:0051875	pigment granule localization	0.00675485894905191	-1.84141304332142	2.1703837152264
GO:0051960	regulation of nervous system development	0.00421139727491007	-1.45273941152197	2.37557378822516
GO:0052547	regulation of peptidase activity	0.00102632108400505	-1.6098962964048	2.98871674916894
GO:0060249	anatomical structure homeostasis	0.0132150666431586	-1.56097373544975	1.87893064239356
GO:0060323	head morphogenesis	0.0325239000103676	-1.67930214190292	1.48779738277578
GO:0060324	face development	0.00920959375142881	-1.76204261191127	2.0357595267417
GO:0060485	mesenchyme development	3.968741706127e-05	-1.824931515548	4.40134716495123
GO:0060537	muscle tissue development	0.000941279055188411	-1.6070151548068	3.02628160488076
GO:0061061	muscle structure development	4.36412774862375e-05	-1.57228119250372	4.36010254504283
GO:0061245	establishment or maintenance of bipolar cell polarity	0.00718916494178148	-1.79027378894572	2.14332155220933
GO:0061448	connective tissue development	0.0374964732588096	-1.48558228638956	1.42600957803936
GO:0061614	miRNA transcription	0.0329439746428876	-1.66443879102542	1.48222400500416
GO:0070661	leukocyte proliferation	0.00774437364463214	-1.52867813149061	2.11101370168529
GO:0070848	response to growth factor	0.0170120077563235	-1.35403669414454	1.7692444279491
GO:0071280	cellular response to copper ion	0.00366359308726437	-1.84493724188909	2.43609276911156
GO:0071363	cellular response to growth factor stimulus	0.0143788012358639	-1.35737648688736	1.84227731967989
GO:0071396	cellular response to lipid	0.0127840388284808	-1.40610981550613	1.89333191896177
GO:0071407	cellular response to organic cyclic compound	0.0469291895637659	-1.35705884874605	1.32855694570277
GO:0071496	cellular response to external stimulus	0.00659989676435145	-1.54804878209006	2.18046285764346
GO:0071695	anatomical structure maturation	0.0010854349555718	-1.73484587399443	2.96439619642202
GO:0071887	leukocyte apoptotic process	0.0111106928068773	-1.66053100052483	1.95425885979695
GO:0072089	stem cell proliferation	0.0278517213666215	-1.56649275416814	1.55514795823091
GO:0072091	regulation of stem cell proliferation	0.0310630865624686	-1.60751850527924	1.50775539308756
GO:0072523	purine-containing compound catabolic process	0.0319891631444591	-1.56311367027681	1.49499712116933
GO:0072593	reactive oxygen species metabolic process	0.00250665162584672	-1.66962200356135	2.60090602004479
GO:0090066	regulation of anatomical structure size	0.00684960080157785	-1.44563780791686	2.16433473868624
GO:0090130	tissue migration	0.00180931244820852	-1.59849248640534	2.74248642881974
GO:0090132	epithelium migration	0.00180931244820852	-1.59849248640534	2.74248642881974
GO:0090162	establishment of epithelial cell polarity	0.0144909589714594	-1.77303630169639	1.83890287317395
GO:0097120	receptor localization to synapse	0.0222716363320268	-1.66116681887578	1.65224787349749
GO:0097435	supramolecular fiber organization	1.67690551883132e-06	-1.58499080396755	5.7754914059724
GO:0097485	neuron projection guidance	0.000258044915817385	-1.79915009110377	3.5883046932854
GO:0098609	cell-cell adhesion	4.958e-08	-1.75300192710716	7.3046934775682
GO:0098743	cell aggregation	0.000220813700983524	-1.96160565058296	3.65597398313062
GO:0098773	skin epidermis development	0.000446802640795406	-1.87244382834944	3.34988426868203
GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	0.0432434120623738	-1.5324311008017	1.36408004595374
GO:0099174	regulation of presynapse organization	0.0116456404923147	-1.81734387275086	1.93383662094393
GO:0099537	trans-synaptic signaling	0.00962047280598622	-1.36520999230669	2.016803583681
GO:0099560	synaptic membrane adhesion	0.0132974668942557	-1.75871530793041	1.87623108223769
GO:0120035	regulation of plasma membrane bounded cell projection organization	0.00421139727491007	-1.37962037787357	2.37557378822516
GO:0120178	steroid hormone biosynthetic process	0.0335737198859403	-1.70709619754091	1.47400053732108
GO:0120254	olefinic compound metabolic process	0.00837671892890886	-1.80766873536997	2.07692605656092
GO:0140747	regulation of ncRNA transcription	0.0406404090577958	-1.60340261397306	1.3910419293991
GO:0140970	AIM2 inflammasome complex assembly	0.0318822883179735	-1.67444007304273	1.496450515124
GO:1900120	regulation of receptor binding	0.000539237818544113	2.36654148748861	3.2682196568862
GO:1901888	regulation of cell junction assembly	0.00384202492996561	-1.62632109706399	2.41543982143389
GO:1902414	protein localization to cell junction	0.0422716114443796	-1.53439350955451	1.3739511960304
GO:1903706	regulation of hemopoiesis	0.00352380229311649	-1.528458386784	2.45298846615591
GO:1903829	positive regulation of protein localization	0.0210575760933167	-1.36275951320994	1.67659162127407
GO:1904951	positive regulation of establishment of protein localization	0.0251730208230316	-1.45854746037659	1.59906466494218
GO:1905606	regulation of presynapse assembly	0.0131038404554517	-1.82555457349687	1.88260140326213
GO:1905952	regulation of lipid localization	0.048301253262604	-1.47081107099782	1.31604160055342
GO:2000117	negative regulation of cysteine-type endopeptidase activity	0.00366359308726437	-1.87557985032674	2.43609276911156
GO:2000146	negative regulation of cell motility	0.0024637577539918	-1.58666418813715	2.60840199588934
GO:2000147	positive regulation of cell motility	4.958e-08	-1.79059195330688	7.3046934775682
GO:2000193	positive regulation of fatty acid transport	0.0475334398290906	-1.63529418243878	1.32300075619257
GO:2000377	regulation of reactive oxygen species metabolic process	0.0109869402960055	-1.61133629700919	1.959123235472
GO:2000630	positive regulation of miRNA metabolic process	0.0417866767463542	-1.62457743073576	1.37896216649958
