id	Description	p.adjust	NES	negLogP
GO:0035150	regulation of tube size	0.013321359693185	1.73827945066165	1.87545144505234
GO:0035296	regulation of tube diameter	0.013321359693185	1.73827945066165	1.87545144505234
GO:0040013	negative regulation of locomotion	0.0331578350657572	1.47996157672754	1.4794138330581
GO:0040017	positive regulation of locomotion	0.0173906368823223	1.4125410669438	1.75968451291314
GO:0042060	wound healing	0.0191449765088947	1.52222765236469	1.71794516220027
GO:0042255	ribosome assembly	0.0410513869789975	-1.81726720171159	1.38667216504517
GO:0042330	taxis	1.41422183149047e-06	1.88070703264528	5.8494824627909
GO:0042692	muscle cell differentiation	0.00868713669939135	1.5159651376013	2.06112334444485
GO:0043255	regulation of carbohydrate biosynthetic process	0.0452829192185624	1.63268008709891	1.34406558359436
GO:0043299	leukocyte degranulation	0.00589305757180742	1.87040587208908	2.22965931607503
GO:0043410	positive regulation of MAPK cascade	7.39442942720992e-05	1.7112156908988	4.13109533162981
GO:0043542	endothelial cell migration	0.0367497594889549	1.54728272916077	1.43474549883724
GO:0045088	regulation of innate immune response	0.00363670795497364	1.56557888531067	2.43929157346713
GO:0045428	regulation of nitric oxide biosynthetic process	0.0225258037956052	1.74564487555211	1.64731970300073
GO:0045580	regulation of T cell differentiation	0.00108548655439809	1.8118317615973	2.96437555165395
GO:0045807	positive regulation of endocytosis	0.0333003172847591	1.65094344536691	1.4775516285248
GO:0045937	positive regulation of phosphate metabolic process	0.0070287374042341	1.43004593851602	2.15312268175414
GO:0046209	nitric oxide metabolic process	0.0216910914166564	1.72247873897277	1.6637185953207
GO:0046649	lymphocyte activation	2.16487955914529e-06	1.67514330628361	5.66456626016678
GO:0046651	lymphocyte proliferation	0.00654860413159422	1.6286906698322	2.1838512622297
GO:0046683	response to organophosphorus	0.0360309001550396	1.69688337030269	1.44332488782239
GO:0048514	blood vessel morphogenesis	6.2601697702257e-06	1.6741835877619	5.20341388895052
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.00169144305170871	1.79388214293202	2.77174261965845
GO:0050778	positive regulation of immune response	4.41620068129406e-07	1.73556719879509	6.35495119959082
GO:0050804	modulation of chemical synaptic transmission	4.23037452112614e-05	1.69263716937316	4.37362118220928
GO:0050817	coagulation	0.00304578178396097	1.77880672323579	2.51630121505659
GO:0050867	positive regulation of cell activation	8.14998261551736e-07	1.90649130320508	6.08884331763952
GO:0050870	positive regulation of T cell activation	8.48414623880609e-05	1.87775330870291	4.07139185428099
GO:0050878	regulation of body fluid levels	0.000640328039078549	1.75104457338114	3.1935974806052
GO:0050890	cognition	0.0112114757121328	1.57787970338607	1.95033721956779
GO:0050900	leukocyte migration	7.19927015922955e-07	1.9541854804482	6.14271152883057
GO:0050920	regulation of chemotaxis	0.00635549088755195	1.66696135450849	2.19685089963057
GO:0051216	cartilage development	0.0194501537808773	1.62660876998818	1.71107696061476
GO:0051336	regulation of hydrolase activity	1.69132982690261e-06	1.67311388495501	5.77177169220354
GO:0051345	positive regulation of hydrolase activity	0.000228920360010856	1.67689878194722	3.64031557977131
GO:0051346	negative regulation of hydrolase activity	0.00224123132763894	1.78313408676969	2.64951331565046
GO:0052547	regulation of peptidase activity	0.000238414219903967	1.77537997314148	3.62266784523359
GO:0061061	muscle structure development	0.00981924518964008	1.42523374462557	2.00792189536716
GO:0061448	connective tissue development	0.00341877246279763	1.6939197666778	2.46612980281258
GO:0062013	positive regulation of small molecule metabolic process	0.0480790557671833	1.56578201484241	1.31804407010533
GO:0070661	leukocyte proliferation	0.00467703572552927	1.63073564788997	2.33002931272118
GO:0070665	positive regulation of leukocyte proliferation	0.00363670795497364	1.78630978786021	2.43929157346713
GO:0071216	cellular response to biotic stimulus	0.0317278978267194	1.56915737145144	1.4985587016941
GO:0071621	granulocyte chemotaxis	1.21490181794339e-05	2.10095494158189	4.91545881807252
GO:0080164	regulation of nitric oxide metabolic process	0.0249333369313847	1.75226087683403	1.60321959418353
GO:0097553	calcium ion transmembrane import into cytosol	0.00755017254668336	1.74439140128986	2.12204312317662
GO:0097746	blood vessel diameter maintenance	0.013321359693185	1.73827945066165	1.87545144505234
GO:0098662	inorganic cation transmembrane transport	0.01433302690298	1.45167382420195	1.84366208396106
GO:0098916	anterograde trans-synaptic signaling	0.000554056792321128	1.5557463538963	3.2564457166298
GO:0099024	plasma membrane invagination	0.00939581942763426	1.83768668088397	2.02706533824773
GO:0140253	cell-cell fusion	0.0183620705316394	1.83729178323068	1.7360783487467
GO:0140970	AIM2 inflammasome complex assembly	0.0130214388361827	1.84584667372795	1.88534102467033
GO:0140971	regulation of AIM2 inflammasome complex assembly	0.0145460424418805	1.84900285262813	1.83725514959508
GO:0140972	negative regulation of AIM2 inflammasome complex assembly	0.00338272281709935	1.89135008123302	2.47073358717686
GO:0141084	inflammasome-mediated signaling pathway	0.00728321438322557	1.83545989815599	2.13767690629157
GO:0141085	regulation of inflammasome-mediated signaling pathway	0.0293937279467957	1.74329659389858	1.53174532974743
GO:0141086	negative regulation of inflammasome-mediated signaling pathway	0.0476661228318073	1.73509260296898	1.321790172202
GO:1903039	positive regulation of leukocyte cell-cell adhesion	9.15759191952325e-06	1.95047080281371	5.03821871340146
GO:1990845	adaptive thermogenesis	0.0133300956503521	1.72412324563886	1.87516673428674
GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.00538593111682978	1.78232800042469	2.26873920528248
GO:2001057	reactive nitrogen species metabolic process	0.0330269784929145	1.69490222858486	1.48113115636846
