from	to	weight
GO:0071621	GO:0006935	0.491
GO:0050920	GO:0006935	0.67
GO:0033993	GO:0006935	0.373
GO:0046683	GO:0006935	0.373
GO:0009410	GO:0006935	0.454
GO:0009617	GO:0042330	0.356
GO:0006935	GO:0042330	0.776
GO:0071621	GO:0042330	0.399
GO:0032103	GO:0042330	0.362
GO:0002021	GO:0042330	0.375
GO:0050920	GO:0042330	0.53
GO:0040017	GO:0042330	0.305
GO:0032102	GO:0042330	0.362
GO:0040013	GO:0042330	0.305
GO:0009410	GO:0042330	0.307
GO:0051345	GO:0051336	0.683
GO:0052547	GO:0051336	0.45
GO:0051346	GO:0051336	0.683
GO:0006954	GO:0031347	0.484
GO:0050778	GO:0031347	0.304
GO:0032103	GO:0031347	0.355
GO:0045088	GO:0031347	0.526
GO:0002831	GO:0031347	0.467
GO:0050920	GO:0031347	0.316
GO:0060761	GO:0031347	0.328
GO:0002269	GO:0031347	0.329
GO:0032102	GO:0031347	0.355
GO:0002252	GO:0046649	0.364
GO:0050900	GO:0046649	0.316
GO:0050867	GO:0046649	0.306
GO:0050870	GO:0046649	0.326
GO:0002263	GO:0046649	0.446
GO:0045580	GO:0046649	0.311
GO:0001906	GO:0046649	0.338
GO:0001909	GO:0046649	0.316
GO:0046651	GO:0046649	0.693
GO:0140253	GO:0046649	0.338
GO:0002269	GO:0046649	0.556
GO:0032635	GO:0001819	0.426
GO:0032675	GO:0001819	0.66
GO:0062013	GO:0001819	0.358
GO:0002252	GO:0002250	0.388
GO:0050778	GO:0002250	0.397
GO:0002263	GO:0002250	0.51
GO:0006959	GO:0002250	0.669
GO:0016064	GO:0002250	0.554
GO:0002228	GO:0002250	0.347
GO:0061760	GO:0002250	0.36
GO:0001501	GO:0048514	0.469
GO:0007423	GO:0048514	0.412
GO:0051216	GO:0048514	0.347
GO:0003176	GO:0048514	0.358
GO:0050867	GO:1903039	0.369
GO:0007159	GO:1903039	0.523
GO:0050870	GO:1903039	0.637
GO:0007162	GO:1903039	0.435
GO:1903039	GO:0007159	0.523
GO:0050870	GO:0007159	0.31
GO:0031589	GO:0007159	0.56
GO:0001906	GO:0007159	0.334
GO:0140253	GO:0007159	0.334
GO:0007162	GO:0007159	0.378
GO:0033627	GO:0007159	0.56
GO:0050900	GO:0071621	0.589
GO:0006935	GO:0071621	0.491
GO:0042330	GO:0071621	0.399
GO:0002685	GO:0071621	0.37
GO:0050920	GO:0071621	0.336
GO:0090497	GO:0071621	0.324
GO:0007186	GO:0050804	0.4
GO:0043410	GO:0050804	0.303
GO:0007268	GO:0050804	0.653
GO:0098916	GO:0050804	0.585
GO:0031341	GO:0050804	0.34
GO:0002252	GO:0002697	0.595
GO:0050778	GO:0002697	0.38
GO:0002685	GO:0002697	0.382
GO:0002263	GO:0002697	0.341
GO:0001909	GO:0002697	0.333
GO:0001910	GO:0002697	0.562
GO:0001776	GO:0002697	0.325
GO:0007186	GO:0043410	0.45
GO:0050867	GO:0043410	0.303
GO:0050804	GO:0043410	0.303
GO:0032103	GO:0043410	0.31
GO:0050867	GO:0050870	0.433
GO:0046649	GO:0050870	0.326
GO:1903039	GO:0050870	0.637
GO:0007159	GO:0050870	0.31
GO:0045580	GO:0050870	0.387
GO:0050900	GO:0002685	0.63
GO:0071621	GO:0002685	0.37
GO:0002697	GO:0002685	0.382
GO:0031341	GO:0002685	0.319
GO:0040017	GO:0002685	0.352
GO:0001910	GO:0002685	0.324
GO:0040013	GO:0002685	0.352
GO:0090497	GO:0002685	0.355
GO:0030336	GO:0002685	0.64
GO:0002252	GO:0007610	0.306
GO:0050817	GO:0007610	0.306
GO:0001906	GO:0007610	0.306
GO:1990845	GO:0007610	0.306
GO:0140253	GO:0007610	0.306
GO:0048771	GO:0007610	0.306
GO:0035641	GO:0007610	0.513
GO:0008542	GO:0007610	0.316
GO:0032963	GO:0007610	0.306
GO:0050817	GO:0003018	0.357
GO:0050890	GO:0003018	0.387
GO:0008217	GO:0003018	0.451
GO:0097746	GO:0003018	0.564
GO:0048771	GO:0003018	0.357
GO:0051336	GO:0051345	0.683
GO:0052547	GO:0051345	0.328
GO:0051346	GO:0051345	0.47
GO:2001056	GO:0051345	0.411
GO:0051336	GO:0052547	0.45
GO:0051345	GO:0052547	0.328
GO:0010466	GO:0052547	0.652
GO:0051346	GO:0052547	0.328
GO:2001056	GO:0052547	0.622
GO:0043255	GO:0052547	0.303
GO:0002252	GO:0002263	0.524
GO:0050778	GO:0002263	0.335
GO:0046649	GO:0002263	0.446
GO:0002250	GO:0002263	0.51
GO:0002697	GO:0002263	0.341
GO:0006959	GO:0002263	0.51
GO:0001909	GO:0002263	0.411
GO:0043299	GO:0002263	0.314
GO:0046651	GO:0002263	0.325
GO:0016064	GO:0002263	0.397
GO:0002269	GO:0002263	0.44
GO:0002228	GO:0002263	0.38
GO:0071216	GO:0002263	0.306
GO:0022613	GO:0006364	0.39
GO:0016072	GO:0006364	0.651
GO:0009072	GO:0006364	0.329
GO:0042255	GO:0006364	0.319
GO:0050778	GO:0032103	0.489
GO:0042330	GO:0032103	0.362
GO:0031347	GO:0032103	0.355
GO:0043410	GO:0032103	0.31
GO:0045088	GO:0032103	0.371
GO:0002831	GO:0032103	0.447
GO:0050920	GO:0032103	0.518
GO:0040017	GO:0032103	0.347
GO:0060761	GO:0032103	0.322
GO:0032102	GO:0032103	0.602
GO:0060761	GO:0071345	0.39
GO:0033993	GO:0071345	0.403
GO:0071216	GO:0071345	0.357
GO:0046683	GO:0071345	0.403
GO:0009410	GO:0071345	0.315
GO:0030001	GO:0006897	0.343
GO:0001906	GO:0006897	0.349
GO:0006911	GO:0006897	0.627
GO:0043299	GO:0006897	0.424
GO:0098662	GO:0006897	0.33
GO:0006858	GO:0006897	0.5
GO:0140253	GO:0006897	0.349
GO:0003351	GO:0006897	0.362
GO:0045807	GO:0006897	0.461
GO:0050804	GO:0007268	0.653
GO:0098916	GO:0007268	0.851
GO:0050804	GO:0098916	0.585
GO:0007268	GO:0098916	0.851
GO:0006897	GO:0030001	0.343
GO:0097553	GO:0030001	0.356
GO:0098662	GO:0030001	0.445
GO:0006858	GO:0030001	0.453
GO:0015850	GO:0030001	0.373
GO:0001659	GO:0050878	0.401
GO:0007596	GO:0050878	0.459
GO:0008217	GO:0050878	0.448
GO:0035150	GO:0050878	0.491
GO:0035296	GO:0050878	0.417
GO:0001776	GO:0050878	0.401
GO:0001819	GO:0032635	0.426
GO:0032675	GO:0032635	0.627
GO:0050817	GO:0032635	0.339
GO:0048771	GO:0032635	0.339
GO:0052547	GO:0010466	0.652
GO:0051346	GO:0010466	0.404
GO:2001056	GO:0010466	0.507
GO:0002521	GO:0045580	0.49
GO:0046649	GO:0045580	0.311
GO:0050870	GO:0045580	0.387
GO:0010720	GO:0045580	0.307
GO:0001819	GO:0032675	0.66
GO:0032635	GO:0032675	0.627
GO:2001056	GO:0050731	0.352
GO:0010562	GO:0050731	0.462
GO:0045937	GO:0050731	0.506
GO:0002252	GO:0006959	0.388
GO:0050778	GO:0006959	0.397
GO:0002250	GO:0006959	0.669
GO:0002263	GO:0006959	0.51
GO:0016064	GO:0006959	0.371
GO:0002228	GO:0006959	0.347
GO:0061760	GO:0006959	0.36
GO:0051336	GO:0051346	0.683
GO:0051345	GO:0051346	0.47
GO:0052547	GO:0051346	0.328
GO:0010466	GO:0051346	0.404
GO:0001906	GO:0001935	0.357
GO:0070661	GO:0001935	0.491
GO:0140253	GO:0001935	0.357
GO:0001936	GO:0001935	0.616
GO:0033002	GO:0001935	0.491
GO:0007610	GO:0050817	0.306
GO:0003018	GO:0050817	0.357
GO:0032635	GO:0050817	0.339
GO:0001659	GO:0050817	0.349
GO:0007596	GO:0050817	0.45
GO:0002021	GO:0050817	0.387
GO:0001501	GO:0050817	0.306
GO:0050890	GO:0050817	0.357
GO:0048771	GO:0050817	0.543
GO:0042692	GO:0061448	0.303
GO:0061061	GO:0061448	0.491
GO:0001501	GO:0061448	0.336
GO:0007423	GO:0061448	0.324
GO:0051216	GO:0061448	0.592
GO:0007159	GO:0031589	0.56
GO:0001906	GO:0031589	0.388
GO:0140253	GO:0031589	0.388
GO:0007162	GO:0031589	0.449
GO:0033627	GO:0031589	0.669
GO:0050867	GO:0070665	0.448
GO:0070661	GO:0070665	0.49
GO:0010562	GO:0070665	0.317
GO:0031341	GO:0070665	0.359
GO:0001936	GO:0070665	0.387
GO:0022613	GO:0001906	0.357
GO:0046649	GO:0001906	0.338
GO:0007159	GO:0001906	0.334
GO:0007610	GO:0001906	0.306
GO:0006897	GO:0001906	0.349
GO:0001935	GO:0001906	0.357
GO:0031589	GO:0001906	0.388
GO:0043062	GO:0001906	0.357
GO:0070661	GO:0001906	0.428
GO:0001909	GO:0001906	0.595
GO:0031341	GO:0001906	0.595
GO:0006801	GO:0001906	0.334
GO:0001910	GO:0001906	0.349
GO:0140253	GO:0001906	0.543
GO:0071216	GO:0001906	0.342
GO:0033002	GO:0001906	0.428
GO:0033627	GO:0001906	0.388
GO:0050778	GO:0045088	0.436
GO:0009617	GO:0045088	0.355
GO:0031347	GO:0045088	0.526
GO:0032103	GO:0045088	0.371
GO:0002831	GO:0045088	0.456
GO:0050920	GO:0045088	0.333
GO:0032102	GO:0045088	0.371
GO:0002228	GO:0045088	0.534
GO:0061760	GO:0045088	0.544
GO:0007186	GO:0002831	0.309
GO:0050778	GO:0002831	0.38
GO:0009617	GO:0002831	0.307
GO:0031347	GO:0002831	0.467
GO:0032103	GO:0002831	0.447
GO:0045088	GO:0002831	0.456
GO:0050920	GO:0002831	0.393
GO:0060761	GO:0002831	0.411
GO:0032102	GO:0002831	0.447
GO:0071216	GO:0002831	0.394
GO:0022613	GO:0043062	0.387
GO:0001906	GO:0043062	0.357
GO:0006911	GO:0043062	0.309
GO:0099024	GO:0043062	0.453
GO:0140253	GO:0043062	0.357
GO:0022618	GO:0043062	0.327
GO:0042255	GO:0043062	0.336
GO:0006897	GO:0006911	0.627
GO:0043062	GO:0006911	0.309
GO:0099024	GO:0006911	0.605
GO:0006858	GO:0006911	0.309
GO:0045807	GO:0006911	0.4
GO:0050878	GO:0001659	0.401
GO:0050817	GO:0001659	0.349
GO:0008217	GO:0001659	0.403
GO:0035150	GO:0001659	0.313
GO:0001776	GO:0001659	0.394
GO:0048771	GO:0001659	0.349
GO:0050878	GO:0007596	0.459
GO:0050817	GO:0007596	0.45
GO:0008217	GO:0007596	0.307
GO:0042060	GO:0007596	0.552
GO:0001935	GO:0070661	0.491
GO:0070665	GO:0070661	0.49
GO:0001906	GO:0070661	0.428
GO:0046651	GO:0070661	0.518
GO:0140253	GO:0070661	0.428
GO:0001936	GO:0070661	0.308
GO:0033002	GO:0070661	0.605
GO:0002252	GO:0001909	0.538
GO:0046649	GO:0001909	0.316
GO:0002697	GO:0001909	0.333
GO:0002263	GO:0001909	0.411
GO:0001906	GO:0001909	0.595
GO:0043299	GO:0001909	0.306
GO:0031341	GO:0001909	0.377
GO:0016064	GO:0001909	0.328
GO:0001910	GO:0001909	0.616
GO:0140253	GO:0001909	0.323
GO:0002228	GO:0001909	0.301
GO:0051345	GO:2001056	0.411
GO:0052547	GO:2001056	0.622
GO:0010466	GO:2001056	0.507
GO:0050731	GO:2001056	0.352
GO:0010562	GO:2001056	0.373
GO:0080164	GO:2001056	0.307
GO:0002252	GO:0048002	0.428
GO:0001776	GO:0048002	0.311
GO:0002252	GO:0043299	0.384
GO:0002263	GO:0043299	0.314
GO:0006897	GO:0043299	0.424
GO:0001909	GO:0043299	0.306
GO:0006858	GO:0043299	0.311
GO:0042330	GO:0002021	0.375
GO:0050817	GO:0002021	0.387
GO:0048771	GO:0002021	0.387
GO:0006935	GO:0050920	0.67
GO:0042330	GO:0050920	0.53
GO:0031347	GO:0050920	0.316
GO:0071621	GO:0050920	0.336
GO:0032103	GO:0050920	0.518
GO:0045088	GO:0050920	0.333
GO:0002831	GO:0050920	0.393
GO:0040017	GO:0050920	0.443
GO:0060761	GO:0050920	0.354
GO:0032102	GO:0050920	0.518
GO:0040013	GO:0050920	0.443
GO:0046649	GO:0046651	0.693
GO:0002263	GO:0046651	0.325
GO:0070661	GO:0046651	0.518
GO:0002269	GO:0046651	0.401
GO:0033002	GO:0046651	0.317
GO:0050867	GO:0010562	0.407
GO:0050731	GO:0010562	0.462
GO:0070665	GO:0010562	0.317
GO:2001056	GO:0010562	0.373
GO:0045937	GO:0010562	0.84
GO:0031341	GO:0010562	0.322
GO:0080164	GO:0010562	0.403
GO:0062013	GO:0010562	0.407
GO:0050867	GO:0045937	0.352
GO:0050731	GO:0045937	0.506
GO:0010562	GO:0045937	0.84
GO:0080164	GO:0045937	0.339
GO:0062013	GO:0045937	0.352
GO:0030001	GO:0097553	0.356
GO:0098662	GO:0097553	0.537
GO:0007204	GO:0097553	0.522
GO:0002521	GO:0042692	0.482
GO:0061448	GO:0042692	0.303
GO:0061061	GO:0042692	0.63
GO:0010720	GO:0042692	0.394
GO:0071542	GO:0042692	0.465
GO:0000768	GO:0042692	0.316
GO:0051150	GO:0042692	0.624
GO:0045599	GO:0042692	0.321
GO:0006364	GO:0016072	0.651
GO:0009072	GO:0016072	0.429
GO:0043414	GO:0016072	0.326
GO:0043062	GO:0099024	0.453
GO:0006911	GO:0099024	0.605
GO:0007186	GO:0031341	0.45
GO:0050867	GO:0031341	0.447
GO:0050804	GO:0031341	0.34
GO:0002685	GO:0031341	0.319
GO:0070665	GO:0031341	0.359
GO:0001906	GO:0031341	0.595
GO:0001909	GO:0031341	0.377
GO:0010562	GO:0031341	0.322
GO:0001910	GO:0031341	0.616
GO:0140253	GO:0031341	0.323
GO:0007162	GO:0031341	0.425
GO:0080164	GO:0031341	0.322
GO:0051150	GO:0031341	0.34
GO:0001936	GO:0031341	0.394
GO:0045599	GO:0031341	0.313
GO:0034350	GO:0031341	0.346
GO:0061448	GO:0061061	0.491
GO:0042692	GO:0061061	0.63
GO:0001501	GO:0061061	0.425
GO:0000768	GO:0061061	0.342
GO:0007423	GO:0061061	0.409
GO:0051216	GO:0061061	0.315
GO:0051150	GO:0061061	0.4
GO:0003176	GO:0061061	0.343
GO:0002521	GO:0001501	0.412
GO:0048514	GO:0001501	0.469
GO:0050817	GO:0001501	0.306
GO:0061448	GO:0001501	0.336
GO:0061061	GO:0001501	0.425
GO:0071542	GO:0001501	0.419
GO:0048771	GO:0001501	0.306
GO:0007423	GO:0001501	0.638
GO:0051216	GO:0001501	0.691
GO:0003176	GO:0001501	0.481
GO:0002252	GO:0016064	0.418
GO:0002250	GO:0016064	0.554
GO:0002263	GO:0016064	0.397
GO:0006959	GO:0016064	0.371
GO:0001909	GO:0016064	0.328
GO:0002228	GO:0016064	0.422
GO:0002521	GO:0010720	0.33
GO:0050867	GO:0010720	0.379
GO:0045580	GO:0010720	0.307
GO:0042692	GO:0010720	0.394
GO:0071542	GO:0010720	0.304
GO:0045687	GO:0010720	0.644
GO:0051150	GO:0010720	0.479
GO:0045599	GO:0010720	0.423
GO:0003018	GO:0050890	0.387
GO:0050817	GO:0050890	0.357
GO:0048771	GO:0050890	0.357
GO:0008542	GO:0050890	0.454
GO:0002521	GO:0071542	0.452
GO:0042692	GO:0071542	0.465
GO:0001501	GO:0071542	0.419
GO:0010720	GO:0071542	0.304
GO:0045687	GO:0071542	0.352
GO:0007423	GO:0071542	0.354
GO:0003018	GO:0008217	0.451
GO:0050878	GO:0008217	0.448
GO:0001659	GO:0008217	0.403
GO:0007596	GO:0008217	0.307
GO:0035150	GO:0008217	0.368
GO:0035296	GO:0008217	0.315
GO:0097746	GO:0008217	0.572
GO:0001776	GO:0008217	0.315
GO:0050878	GO:0035150	0.491
GO:0001659	GO:0035150	0.313
GO:0008217	GO:0035150	0.368
GO:0035296	GO:0035150	0.825
GO:0097746	GO:0035150	0.501
GO:0001776	GO:0035150	0.319
GO:0050878	GO:0035296	0.417
GO:0008217	GO:0035296	0.315
GO:0035150	GO:0035296	0.825
GO:0097746	GO:0035296	0.593
GO:0003018	GO:0097746	0.564
GO:0008217	GO:0097746	0.572
GO:0035150	GO:0097746	0.501
GO:0035296	GO:0097746	0.593
GO:0007610	GO:1990845	0.306
GO:0006801	GO:1990845	0.334
GO:2001057	GO:1990845	0.428
GO:0032963	GO:1990845	0.543
GO:0006897	GO:0098662	0.33
GO:0030001	GO:0098662	0.445
GO:0097553	GO:0098662	0.537
GO:0006858	GO:0098662	0.317
GO:0010720	GO:0045687	0.644
GO:0071542	GO:0045687	0.352
GO:0051150	GO:0045687	0.34
GO:0045599	GO:0045687	0.321
GO:0001906	GO:0006801	0.334
GO:1990845	GO:0006801	0.334
GO:0140253	GO:0006801	0.334
GO:0046209	GO:0006801	0.57
GO:0080164	GO:0006801	0.351
GO:0006809	GO:0006801	0.371
GO:0032963	GO:0006801	0.334
GO:0043414	GO:0006801	0.354
GO:0006897	GO:0006858	0.5
GO:0030001	GO:0006858	0.453
GO:0006911	GO:0006858	0.309
GO:0043299	GO:0006858	0.311
GO:0098662	GO:0006858	0.317
GO:0003351	GO:0006858	0.553
GO:0015850	GO:0006858	0.403
GO:0050867	GO:0040017	0.347
GO:0042330	GO:0040017	0.305
GO:0002685	GO:0040017	0.352
GO:0032103	GO:0040017	0.347
GO:0050920	GO:0040017	0.443
GO:0040013	GO:0040017	0.616
GO:0030336	GO:0040017	0.301
GO:0062013	GO:0040017	0.347
GO:0002252	GO:0001910	0.323
GO:0002697	GO:0001910	0.562
GO:0002685	GO:0001910	0.324
GO:0001906	GO:0001910	0.349
GO:0001909	GO:0001910	0.616
GO:0031341	GO:0001910	0.616
GO:0006364	GO:0009072	0.329
GO:0016072	GO:0009072	0.429
GO:0046209	GO:0009072	0.347
GO:0043414	GO:0009072	0.319
GO:0042692	GO:0000768	0.316
GO:0061061	GO:0000768	0.342
GO:0140253	GO:0000768	0.544
GO:0022613	GO:0140253	0.357
GO:0046649	GO:0140253	0.338
GO:0007159	GO:0140253	0.334
GO:0007610	GO:0140253	0.306
GO:0006897	GO:0140253	0.349
GO:0001935	GO:0140253	0.357
GO:0031589	GO:0140253	0.388
GO:0001906	GO:0140253	0.543
GO:0043062	GO:0140253	0.357
GO:0070661	GO:0140253	0.428
GO:0001909	GO:0140253	0.323
GO:0031341	GO:0140253	0.323
GO:0006801	GO:0140253	0.334
GO:0000768	GO:0140253	0.544
GO:0071216	GO:0140253	0.342
GO:0033002	GO:0140253	0.428
GO:0033627	GO:0140253	0.388
GO:0002252	GO:0001776	0.387
GO:0002697	GO:0001776	0.325
GO:0050878	GO:0001776	0.401
GO:0001659	GO:0001776	0.394
GO:0048002	GO:0001776	0.311
GO:0008217	GO:0001776	0.315
GO:0035150	GO:0001776	0.319
GO:0007610	GO:0048771	0.306
GO:0003018	GO:0048771	0.357
GO:0032635	GO:0048771	0.339
GO:0050817	GO:0048771	0.543
GO:0001659	GO:0048771	0.349
GO:0002021	GO:0048771	0.387
GO:0001501	GO:0048771	0.306
GO:0050890	GO:0048771	0.357
GO:0031347	GO:0060761	0.328
GO:0032103	GO:0060761	0.322
GO:0071345	GO:0060761	0.39
GO:0002831	GO:0060761	0.411
GO:0050920	GO:0060761	0.354
GO:0032102	GO:0060761	0.524
GO:0033993	GO:0060761	0.378
GO:0040013	GO:0060761	0.32
GO:0046683	GO:0060761	0.378
GO:0009410	GO:0060761	0.306
GO:0006954	GO:0042060	0.387
GO:0007596	GO:0042060	0.552
GO:0002521	GO:0007423	0.461
GO:0048514	GO:0007423	0.412
GO:0061448	GO:0007423	0.324
GO:0061061	GO:0007423	0.409
GO:0001501	GO:0007423	0.638
GO:0071542	GO:0007423	0.354
GO:0051216	GO:0007423	0.594
GO:0003176	GO:0007423	0.527
GO:0007610	GO:0035641	0.513
GO:0002521	GO:0051216	0.387
GO:0048514	GO:0051216	0.347
GO:0061448	GO:0051216	0.592
GO:0061061	GO:0051216	0.315
GO:0001501	GO:0051216	0.691
GO:0007423	GO:0051216	0.594
GO:0003176	GO:0051216	0.426
GO:0006954	GO:0002269	0.618
GO:0031347	GO:0002269	0.329
GO:0046649	GO:0002269	0.556
GO:0002263	GO:0002269	0.44
GO:0046651	GO:0002269	0.401
GO:0097553	GO:0007204	0.522
GO:0050778	GO:0032102	0.301
GO:0042330	GO:0032102	0.362
GO:0031347	GO:0032102	0.355
GO:0032103	GO:0032102	0.602
GO:0045088	GO:0032102	0.371
GO:0002831	GO:0032102	0.447
GO:0050920	GO:0032102	0.518
GO:0060761	GO:0032102	0.524
GO:0040013	GO:0032102	0.347
GO:0006801	GO:0046209	0.57
GO:0009072	GO:0046209	0.347
GO:0045428	GO:0046209	0.431
GO:0080164	GO:0046209	0.64
GO:2001057	GO:0046209	0.63
GO:0006809	GO:0046209	0.659
GO:0043414	GO:0046209	0.311
GO:0006954	GO:0002228	0.304
GO:0002252	GO:0002228	0.344
GO:0009617	GO:0002228	0.433
GO:0002250	GO:0002228	0.347
GO:0002263	GO:0002228	0.38
GO:0006959	GO:0002228	0.347
GO:0045088	GO:0002228	0.534
GO:0001909	GO:0002228	0.301
GO:0016064	GO:0002228	0.422
GO:0061760	GO:0002228	0.648
GO:0046209	GO:0045428	0.431
GO:0080164	GO:0045428	0.7
GO:0006809	GO:0045428	0.669
GO:0007186	GO:0007162	0.334
GO:0050867	GO:0007162	0.332
GO:1903039	GO:0007162	0.435
GO:0007159	GO:0007162	0.378
GO:0031589	GO:0007162	0.449
GO:0031341	GO:0007162	0.425
GO:0040013	GO:0007162	0.33
GO:0045599	GO:0007162	0.383
GO:0033627	GO:0007162	0.449
GO:0030336	GO:0007162	0.326
GO:0006897	GO:0003351	0.362
GO:0006858	GO:0003351	0.553
GO:0033993	GO:0014074	0.437
GO:0046683	GO:0014074	0.437
GO:0009410	GO:0014074	0.343
GO:0006935	GO:0033993	0.373
GO:0071345	GO:0033993	0.403
GO:0060761	GO:0033993	0.378
GO:0014074	GO:0033993	0.437
GO:0046683	GO:0033993	0.639
GO:0009410	GO:0033993	0.491
GO:0007610	GO:0008542	0.316
GO:0050890	GO:0008542	0.454
GO:2001056	GO:0080164	0.307
GO:0010562	GO:0080164	0.403
GO:0045937	GO:0080164	0.339
GO:0031341	GO:0080164	0.322
GO:0006801	GO:0080164	0.351
GO:0046209	GO:0080164	0.64
GO:0045428	GO:0080164	0.7
GO:2001057	GO:0080164	0.403
GO:0006809	GO:0080164	0.444
GO:0022613	GO:0022618	0.537
GO:0043062	GO:0022618	0.327
GO:0042255	GO:0022618	0.435
GO:0006954	GO:0061760	0.316
GO:0009617	GO:0061760	0.447
GO:0002250	GO:0061760	0.36
GO:0006959	GO:0061760	0.36
GO:0045088	GO:0061760	0.544
GO:0002228	GO:0061760	0.648
GO:0002521	GO:0051150	0.312
GO:0042692	GO:0051150	0.624
GO:0031341	GO:0051150	0.34
GO:0061061	GO:0051150	0.4
GO:0010720	GO:0051150	0.479
GO:0045687	GO:0051150	0.34
GO:0045599	GO:0051150	0.438
GO:0007186	GO:0071216	0.404
GO:0009617	GO:0071216	0.321
GO:0002263	GO:0071216	0.306
GO:0071345	GO:0071216	0.357
GO:0001906	GO:0071216	0.342
GO:0002831	GO:0071216	0.394
GO:0140253	GO:0071216	0.342
GO:0002521	GO:0003176	0.301
GO:0048514	GO:0003176	0.358
GO:0061061	GO:0003176	0.343
GO:0001501	GO:0003176	0.481
GO:0007423	GO:0003176	0.527
GO:0051216	GO:0003176	0.426
GO:1990845	GO:2001057	0.428
GO:0046209	GO:2001057	0.63
GO:0080164	GO:2001057	0.403
GO:0006809	GO:2001057	0.412
GO:0032963	GO:2001057	0.428
GO:0042330	GO:0040013	0.305
GO:0002685	GO:0040013	0.352
GO:0050920	GO:0040013	0.443
GO:0040017	GO:0040013	0.616
GO:0060761	GO:0040013	0.32
GO:0032102	GO:0040013	0.347
GO:0007162	GO:0040013	0.33
GO:0030336	GO:0040013	0.488
GO:0001935	GO:0001936	0.616
GO:0070665	GO:0001936	0.387
GO:0070661	GO:0001936	0.308
GO:0031341	GO:0001936	0.394
GO:0033002	GO:0001936	0.308
GO:0050867	GO:0045807	0.353
GO:0006897	GO:0045807	0.461
GO:0006911	GO:0045807	0.4
GO:0001935	GO:0033002	0.491
GO:0001906	GO:0033002	0.428
GO:0070661	GO:0033002	0.605
GO:0046651	GO:0033002	0.317
GO:0140253	GO:0033002	0.428
GO:0001936	GO:0033002	0.308
GO:0050900	GO:0090497	0.607
GO:0071621	GO:0090497	0.324
GO:0002685	GO:0090497	0.355
GO:0043542	GO:0090497	0.557
GO:0030336	GO:0090497	0.39
GO:0006801	GO:0006809	0.371
GO:0046209	GO:0006809	0.659
GO:0045428	GO:0006809	0.669
GO:0080164	GO:0006809	0.444
GO:2001057	GO:0006809	0.412
GO:0032543	GO:0006809	0.328
GO:0042692	GO:0045599	0.321
GO:0031341	GO:0045599	0.313
GO:0010720	GO:0045599	0.423
GO:0045687	GO:0045599	0.321
GO:0007162	GO:0045599	0.383
GO:0051150	GO:0045599	0.438
