from	to	weight
GO:0061383	GO:0035282	0.301
GO:0060324	GO:0035282	0.323
GO:0048535	GO:0035282	0.316
GO:0048705	GO:0035282	0.319
GO:0048483	GO:0035282	0.414
GO:0007586	GO:0035282	0.31
GO:0006959	GO:0042092	0.669
GO:0045087	GO:0042092	0.438
GO:0050776	GO:0042092	0.489
GO:0051606	GO:0042092	0.388
GO:0002830	GO:0042092	0.492
GO:0002279	GO:0042092	0.332
GO:0007229	GO:0007266	0.521
GO:0050865	GO:0007266	0.372
GO:0016055	GO:0007266	0.401
GO:0050850	GO:0007266	0.329
GO:0032970	GO:0007266	0.372
GO:0070371	GO:0007266	0.537
GO:0031668	GO:0007266	0.358
GO:0006935	GO:0033273	0.414
GO:0042330	GO:0033273	0.346
GO:0033993	GO:0033273	0.324
GO:0014070	GO:0033273	0.324
GO:0071496	GO:0033273	0.369
GO:0009612	GO:0033273	0.333
GO:0009636	GO:0033273	0.409
GO:0070848	GO:0033273	0.324
GO:0009410	GO:0033273	0.409
GO:0046677	GO:0033273	0.409
GO:0031668	GO:0033273	0.337
GO:0030029	GO:0072089	0.428
GO:0050673	GO:0072089	0.605
GO:0008285	GO:0072089	0.382
GO:0098743	GO:0072089	0.428
GO:0033002	GO:0072089	0.605
GO:0048660	GO:0072089	0.344
GO:0048145	GO:0072089	0.368
GO:0061245	GO:0072089	0.329
GO:0070661	GO:0072089	0.605
GO:0045103	GO:0072089	0.428
GO:0048144	GO:0072089	0.605
GO:0035988	GO:0072089	0.605
GO:0006457	GO:0072089	0.428
GO:0072091	GO:0072089	0.608
GO:0010959	GO:0051222	0.344
GO:0051047	GO:0051222	0.368
GO:0006820	GO:0051222	0.313
GO:0006869	GO:0051222	0.319
GO:1904951	GO:0051222	0.596
GO:2000193	GO:0051222	0.457
GO:0019693	GO:0046434	0.554
GO:0009150	GO:0046434	0.309
GO:0006091	GO:0046434	0.396
GO:0006119	GO:0046434	0.345
GO:0072593	GO:0046434	0.396
GO:1901615	GO:0046434	0.344
GO:0009154	GO:0046434	0.349
GO:0120254	GO:0046434	0.344
GO:0006096	GO:0046434	0.339
GO:0006665	GO:0046434	0.311
GO:0018958	GO:0046434	0.355
GO:0006518	GO:0046434	0.329
GO:0072523	GO:0046434	0.32
GO:0016052	GO:0046434	0.477
GO:0030029	GO:0035988	0.428
GO:0050673	GO:0035988	0.605
GO:0008285	GO:0035988	0.382
GO:0098743	GO:0035988	0.428
GO:0033002	GO:0035988	0.605
GO:0048660	GO:0035988	0.344
GO:0048145	GO:0035988	0.368
GO:0061245	GO:0035988	0.329
GO:0070661	GO:0035988	0.605
GO:0045103	GO:0035988	0.428
GO:0048144	GO:0035988	0.605
GO:0072089	GO:0035988	0.605
GO:0006457	GO:0035988	0.428
GO:0072091	GO:0035988	0.368
GO:0098609	GO:0006457	0.388
GO:0030036	GO:0006457	0.311
GO:0030029	GO:0006457	0.543
GO:0034330	GO:0006457	0.357
GO:0050673	GO:0006457	0.428
GO:0097435	GO:0006457	0.357
GO:0034220	GO:0006457	0.311
GO:0045229	GO:0006457	0.357
GO:0098743	GO:0006457	0.543
GO:0006091	GO:0006457	0.388
GO:0007610	GO:0006457	0.306
GO:0048863	GO:0006457	0.334
GO:0033627	GO:0006457	0.388
GO:0033002	GO:0006457	0.428
GO:0046649	GO:0006457	0.338
GO:0072593	GO:0006457	0.388
GO:0032940	GO:0006457	0.311
GO:0050865	GO:0006457	0.323
GO:0035088	GO:0006457	0.357
GO:0061245	GO:0006457	0.428
GO:0045104	GO:0006457	0.311
GO:0070661	GO:0006457	0.428
GO:0043473	GO:0006457	0.306
GO:0099537	GO:0006457	0.301
GO:0031589	GO:0006457	0.388
GO:0071887	GO:0006457	0.311
GO:0006897	GO:0006457	0.349
GO:0045103	GO:0006457	0.543
GO:0090162	GO:0006457	0.357
GO:0032970	GO:0006457	0.323
GO:0048144	GO:0006457	0.428
GO:0048511	GO:0006457	0.306
GO:0072089	GO:0006457	0.428
GO:0035988	GO:0006457	0.428
GO:0042254	GO:0006457	0.311
GO:0044057	GO:0120162	0.327
GO:0001817	GO:0120162	0.366
GO:0030278	GO:0120162	0.327
GO:0001894	GO:0120162	0.356
GO:0120163	GO:0120162	0.69
GO:0006812	GO:0070633	0.527
GO:0034220	GO:0070633	0.451
GO:0007589	GO:0070633	0.422
GO:0032940	GO:0070633	0.451
GO:0010959	GO:0070633	0.33
GO:0015718	GO:0070633	0.344
GO:0032941	GO:0070633	0.495
GO:0051047	GO:0070633	0.347
GO:0006820	GO:0070633	0.527
GO:0006897	GO:0070633	0.5
GO:0006869	GO:0070633	0.369
GO:0034762	GO:0070633	0.358
GO:0050673	GO:0072091	0.368
GO:0008285	GO:0072091	0.613
GO:0007162	GO:0072091	0.338
GO:0045785	GO:0072091	0.338
GO:0007229	GO:0072091	0.32
GO:0033002	GO:0072091	0.368
GO:0050865	GO:0072091	0.467
GO:0048660	GO:0072091	0.594
GO:0048145	GO:0072091	0.626
GO:0070661	GO:0072091	0.368
GO:0044089	GO:0072091	0.338
GO:0040008	GO:0072091	0.316
GO:2000377	GO:0072091	0.334
GO:0032970	GO:0072091	0.467
GO:0048144	GO:0072091	0.368
GO:0001558	GO:0072091	0.343
GO:0034762	GO:0072091	0.366
GO:0072089	GO:0072091	0.608
GO:0035988	GO:0072091	0.368
GO:0006935	GO:0043627	0.314
GO:0033993	GO:0043627	0.5
GO:0014070	GO:0043627	0.5
GO:0071345	GO:0043627	0.319
GO:0071396	GO:0043627	0.319
GO:0009636	GO:0043627	0.401
GO:1901654	GO:0043627	0.451
GO:0071363	GO:0043627	0.319
GO:0070848	GO:0043627	0.5
GO:0035455	GO:0043627	0.406
GO:0009410	GO:0043627	0.401
GO:0046677	GO:0043627	0.401
GO:0051606	GO:0043627	0.306
GO:0071407	GO:0043627	0.319
GO:0014075	GO:0043627	0.378
GO:0048732	GO:0060575	0.356
GO:0030855	GO:0060575	0.627
GO:0002009	GO:0060575	0.308
GO:0060485	GO:0060575	0.417
GO:0072001	GO:0060575	0.383
GO:0048568	GO:0060575	0.349
GO:0001944	GO:0060575	0.383
GO:0007507	GO:0060575	0.335
GO:0098773	GO:0060575	0.397
GO:0030323	GO:0060575	0.451
GO:0048863	GO:0060575	0.328
GO:0002521	GO:0060575	0.412
GO:0021782	GO:0060575	0.396
GO:0042692	GO:0060575	0.367
GO:0001764	GO:0060575	0.316
GO:0030856	GO:0060575	0.483
GO:0048663	GO:0060575	0.378
GO:0050767	GO:0060575	0.308
GO:0001649	GO:0060575	0.364
GO:0003158	GO:0060575	0.333
GO:0048483	GO:0060575	0.383
GO:0098609	GO:0001952	0.37
GO:0007162	GO:0001952	0.543
GO:0033627	GO:0001952	0.37
GO:0045785	GO:0001952	0.543
GO:0050865	GO:0001952	0.384
GO:0031589	GO:0001952	0.553
GO:0032970	GO:0001952	0.384
GO:0034762	GO:0001952	0.305
GO:0006935	GO:0046677	0.454
GO:0042330	GO:0046677	0.307
GO:0033993	GO:0046677	0.491
GO:0014070	GO:0046677	0.491
GO:0009266	GO:0046677	0.329
GO:0071345	GO:0046677	0.315
GO:0071496	GO:0046677	0.329
GO:0009611	GO:0046677	0.329
GO:0046688	GO:0046677	0.417
GO:0071396	GO:0046677	0.315
GO:0009636	GO:0046677	0.605
GO:1901654	GO:0046677	0.434
GO:0071363	GO:0046677	0.315
GO:0070848	GO:0046677	0.491
GO:0006805	GO:0046677	0.301
GO:0035455	GO:0046677	0.417
GO:0009410	GO:0046677	0.605
GO:0033273	GO:0046677	0.409
GO:0043627	GO:0046677	0.401
GO:0051606	GO:0046677	0.428
GO:0071407	GO:0046677	0.315
GO:0000302	GO:0046677	0.401
GO:0014075	GO:0046677	0.383
GO:0050878	GO:0043029	0.333
GO:0034101	GO:0043029	0.475
GO:0090066	GO:0043029	0.333
GO:0050801	GO:0043029	0.305
GO:0060249	GO:0043029	0.396
GO:0042391	GO:0043029	0.333
GO:0051235	GO:0043029	0.314
GO:0099072	GO:0043029	0.333
GO:0044057	GO:0046620	0.431
GO:0001817	GO:0046620	0.342
GO:0048589	GO:0046620	0.449
GO:0030278	GO:0046620	0.431
GO:1903706	GO:0046620	0.387
GO:0030856	GO:0046620	0.359
GO:0051960	GO:0046620	0.433
GO:0040008	GO:0046620	0.523
GO:0048640	GO:0046620	0.59
GO:0001558	GO:0046620	0.324
GO:2000027	GO:0046620	0.331
GO:0019693	GO:0006518	0.322
GO:0009150	GO:0006518	0.368
GO:0006091	GO:0006518	0.396
GO:0072593	GO:0006518	0.396
GO:1901615	GO:0006518	0.344
GO:0120254	GO:0006518	0.344
GO:0043604	GO:0006518	0.532
GO:0042403	GO:0006518	0.421
GO:0051604	GO:0006518	0.395
GO:0006665	GO:0006518	0.534
GO:0018958	GO:0006518	0.355
GO:0009308	GO:0006518	0.545
GO:0046434	GO:0006518	0.329
GO:0072523	GO:0006518	0.382
GO:0010586	GO:0006518	0.364
GO:0006576	GO:0006518	0.596
GO:0009309	GO:0006518	0.495
GO:0042401	GO:0006518	0.427
GO:0009150	GO:0072523	0.416
GO:0009154	GO:0072523	0.625
GO:0042403	GO:0072523	0.364
GO:0006096	GO:0072523	0.35
GO:0006665	GO:0072523	0.308
GO:0018958	GO:0072523	0.359
GO:0046434	GO:0072523	0.32
GO:0006518	GO:0072523	0.382
GO:0010586	GO:0072523	0.329
GO:0006576	GO:0072523	0.332
GO:0045596	GO:0060252	0.331
GO:0021782	GO:0060252	0.385
GO:0030856	GO:0060252	0.419
GO:0051960	GO:0060252	0.436
GO:0048663	GO:0060252	0.312
GO:0050767	GO:0060252	0.639
GO:0010720	GO:0060252	0.589
GO:0050771	GO:0060252	0.333
GO:2000738	GO:0060252	0.418
GO:0002009	GO:0060323	0.394
GO:0048729	GO:0060323	0.497
GO:0001763	GO:0060323	0.506
GO:0008544	GO:0060323	0.333
GO:0061061	GO:0060323	0.411
GO:0032989	GO:0060323	0.412
GO:0021700	GO:0060323	0.306
GO:0060537	GO:0060323	0.333
GO:0071695	GO:0060323	0.373
GO:0061383	GO:0060323	0.543
GO:0008360	GO:0060323	0.318
GO:0060324	GO:0060323	0.556
GO:0048705	GO:0060323	0.351
GO:0007398	GO:0060323	0.333
GO:2000027	GO:0060323	0.326
GO:0061448	GO:0060323	0.333
GO:0007605	GO:0050910	0.571
GO:0009612	GO:0050910	0.401
GO:0009150	GO:0010586	0.338
GO:0006091	GO:0010586	0.32
GO:0072593	GO:0010586	0.32
GO:0042403	GO:0010586	0.334
GO:0051604	GO:0010586	0.325
GO:0006665	GO:0010586	0.319
GO:0018958	GO:0010586	0.441
GO:0006518	GO:0010586	0.364
GO:0072523	GO:0010586	0.329
GO:0061614	GO:0010586	0.402
GO:0006576	GO:0010586	0.319
GO:2000630	GO:0010586	0.566
GO:0043604	GO:0061614	0.376
GO:0051090	GO:0061614	0.541
GO:0051604	GO:0061614	0.335
GO:0009713	GO:0061614	0.364
GO:0018958	GO:0061614	0.346
GO:0010586	GO:0061614	0.402
GO:0008610	GO:0061614	0.311
GO:0009309	GO:0061614	0.406
GO:0042401	GO:0061614	0.314
GO:0042445	GO:0120178	0.486
GO:0042403	GO:0120178	0.361
GO:0019216	GO:0120178	0.32
GO:0008610	GO:0120178	0.591
GO:0006954	GO:0051606	0.357
GO:0006935	GO:0051606	0.316
GO:0042330	GO:0051606	0.39
GO:0007610	GO:0051606	0.306
GO:0033993	GO:0051606	0.357
GO:0014070	GO:0051606	0.357
GO:0009266	GO:0051606	0.428
GO:0071496	GO:0051606	0.428
GO:0009611	GO:0051606	0.428
GO:0043473	GO:0051606	0.306
GO:0009612	GO:0051606	0.373
GO:0046688	GO:0051606	0.311
GO:0006959	GO:0051606	0.388
GO:0009636	GO:0051606	0.428
GO:1901654	GO:0051606	0.313
GO:0070848	GO:0051606	0.357
GO:0048511	GO:0051606	0.306
GO:0035455	GO:0051606	0.311
GO:0009410	GO:0051606	0.428
GO:0042092	GO:0051606	0.388
GO:0043627	GO:0051606	0.306
GO:0046677	GO:0051606	0.428
GO:0002504	GO:0019886	0.528
GO:0042445	GO:0032963	0.403
GO:0006091	GO:0032963	0.388
GO:0007610	GO:0032963	0.306
GO:0046034	GO:0032963	0.543
GO:0072593	GO:0032963	0.388
GO:0044283	GO:0032963	0.373
GO:1901615	GO:0032963	0.428
GO:0120254	GO:0032963	0.428
GO:0043473	GO:0032963	0.306
GO:0048511	GO:0032963	0.306
GO:0009308	GO:0032963	0.325
GO:0006734	GO:0032963	0.543
GO:0048732	GO:2000027	0.503
GO:0048729	GO:2000027	0.349
GO:0001763	GO:2000027	0.445
GO:0060485	GO:2000027	0.47
GO:0001892	GO:2000027	0.307
GO:0072001	GO:2000027	0.41
GO:0048568	GO:2000027	0.482
GO:0001944	GO:2000027	0.41
GO:0007507	GO:2000027	0.47
GO:0098773	GO:2000027	0.355
GO:0030323	GO:2000027	0.482
GO:0002521	GO:2000027	0.318
GO:1903706	GO:2000027	0.473
GO:0030856	GO:2000027	0.348
GO:0051960	GO:2000027	0.492
GO:0050767	GO:2000027	0.322
GO:0061383	GO:2000027	0.376
GO:0008360	GO:2000027	0.504
GO:0048535	GO:2000027	0.394
GO:0048705	GO:2000027	0.611
GO:0007595	GO:2000027	0.32
GO:0048483	GO:2000027	0.41
GO:0046620	GO:2000027	0.331
GO:0060323	GO:2000027	0.326
GO:0002683	GO:0002830	0.342
GO:0006959	GO:0002830	0.329
GO:0032103	GO:0002830	0.407
GO:0050776	GO:0002830	0.651
GO:0042092	GO:0002830	0.492
GO:0045916	GO:0002830	0.452
GO:0048732	GO:0061448	0.324
GO:0030855	GO:0061448	0.43
GO:0002009	GO:0061448	0.451
GO:0048729	GO:0061448	0.584
GO:0001763	GO:0061448	0.383
GO:0008544	GO:0061448	0.639
GO:0060485	GO:0061448	0.484
GO:0061061	GO:0061448	0.491
GO:0072001	GO:0061448	0.303
GO:0001944	GO:0061448	0.303
GO:0021700	GO:0061448	0.357
GO:0098773	GO:0061448	0.361
GO:0060537	GO:0061448	0.639
GO:0071695	GO:0061448	0.434
GO:0042692	GO:0061448	0.303
GO:0048589	GO:0061448	0.313
GO:0061383	GO:0061448	0.413
GO:0003158	GO:0061448	0.527
GO:0060324	GO:0061448	0.434
GO:0048483	GO:0061448	0.303
GO:0007398	GO:0061448	0.639
GO:0060323	GO:0061448	0.333
GO:0044057	GO:0022600	0.42
GO:0001503	GO:0022600	0.373
GO:0007605	GO:0022600	0.327
GO:0006936	GO:0022600	0.434
GO:0003073	GO:0022600	0.301
GO:0007613	GO:0022600	0.326
GO:0090130	GO:0022600	0.373
GO:0003013	GO:0022600	0.532
GO:0042303	GO:0022600	0.373
GO:0097205	GO:0022600	0.434
GO:0050886	GO:0022600	0.532
GO:0044706	GO:0022600	0.33
GO:0007586	GO:0022600	0.687
GO:0014070	GO:0071320	0.326
GO:0071345	GO:0071320	0.371
GO:0071396	GO:0071320	0.371
GO:0071363	GO:0071320	0.371
GO:0034614	GO:0071320	0.341
GO:0071407	GO:0071320	0.56
GO:0014075	GO:0071320	0.311
GO:0034330	GO:0033622	0.396
GO:0097435	GO:0033622	0.396
GO:0034329	GO:0033622	0.515
GO:0032989	GO:0033622	0.311
GO:0045229	GO:0033622	0.396
GO:1901888	GO:0033622	0.374
GO:0031333	GO:0033622	0.515
GO:0097178	GO:0033622	0.329
GO:0007416	GO:0033622	0.317
GO:0033108	GO:0033622	0.571
GO:0032535	GO:0033622	0.322
GO:0042254	GO:0033622	0.309
GO:0044283	GO:0008610	0.339
GO:1901615	GO:0008610	0.373
GO:0120254	GO:0008610	0.373
GO:0051604	GO:0008610	0.311
GO:0006665	GO:0008610	0.389
GO:0019216	GO:0008610	0.477
GO:0061614	GO:0008610	0.311
GO:0120178	GO:0008610	0.591
GO:0016052	GO:0008610	0.351
GO:0009309	GO:0008610	0.334
GO:0016101	GO:0008610	0.379
GO:0010876	GO:0043113	0.303
GO:1903829	GO:0043113	0.449
GO:1902414	GO:0043113	0.367
GO:0009266	GO:0071478	0.368
GO:0009612	GO:0071478	0.335
GO:0031668	GO:0071478	0.314
GO:0009150	GO:0006576	0.312
GO:0006091	GO:0006576	0.396
GO:0072593	GO:0006576	0.396
GO:1901615	GO:0006576	0.306
GO:0120254	GO:0006576	0.306
GO:0043604	GO:0006576	0.378
GO:0042403	GO:0006576	0.364
GO:0051604	GO:0006576	0.318
GO:0042423	GO:0006576	0.469
GO:0006665	GO:0006576	0.466
GO:0018958	GO:0006576	0.327
GO:0009308	GO:0006576	0.647
GO:0006518	GO:0006576	0.596
GO:0072523	GO:0006576	0.332
GO:0010586	GO:0006576	0.319
GO:0009309	GO:0006576	0.536
GO:0042401	GO:0006576	0.693
GO:0042330	GO:0031668	0.334
GO:0007229	GO:0031668	0.407
GO:0071496	GO:0031668	0.559
GO:0009612	GO:0031668	0.323
GO:0016055	GO:0031668	0.346
GO:0070371	GO:0031668	0.379
GO:0006805	GO:0031668	0.306
GO:0007266	GO:0031668	0.358
GO:0033273	GO:0031668	0.337
GO:0071478	GO:0031668	0.314
GO:0071345	GO:0034614	0.309
GO:0071396	GO:0034614	0.309
GO:0071363	GO:0034614	0.309
GO:0006805	GO:0034614	0.321
GO:0071320	GO:0034614	0.341
GO:0071407	GO:0034614	0.309
GO:0000302	GO:0034614	0.61
GO:0045860	GO:2000630	0.307
GO:0051090	GO:2000630	0.429
GO:2000377	GO:2000630	0.301
GO:0010586	GO:2000630	0.566
GO:0010952	GO:2000630	0.394
GO:0030036	GO:0032956	0.63
GO:0030029	GO:0032956	0.343
GO:1901888	GO:0032956	0.389
GO:0050865	GO:0032956	0.353
GO:0120035	GO:0032956	0.373
GO:0031333	GO:0032956	0.322
GO:0045104	GO:0032956	0.381
GO:0044089	GO:0032956	0.317
GO:0099174	GO:0032956	0.356
GO:0032970	GO:0032956	0.607
GO:0001558	GO:0032956	0.439
GO:0032102	GO:0039532	0.32
GO:0010876	GO:1902414	0.491
GO:0097120	GO:1902414	0.652
GO:1904951	GO:1902414	0.355
GO:0043113	GO:1902414	0.367
GO:1905952	GO:1902414	0.327
GO:1901615	GO:0016052	0.373
GO:0120254	GO:0016052	0.373
GO:0006006	GO:0016052	0.425
GO:0051604	GO:0016052	0.311
GO:0006096	GO:0016052	0.406
GO:0006007	GO:0016052	0.588
GO:0019216	GO:0016052	0.329
GO:0046434	GO:0016052	0.477
GO:0008610	GO:0016052	0.351
GO:0042445	GO:0099072	0.457
GO:0048167	GO:0099072	0.318
GO:0007589	GO:0099072	0.368
GO:0050878	GO:0099072	0.605
GO:0003073	GO:0099072	0.398
GO:0034101	GO:0099072	0.362
GO:0008360	GO:0099072	0.376
GO:0090066	GO:0099072	0.605
GO:0050801	GO:0099072	0.417
GO:0040008	GO:0099072	0.307
GO:0001894	GO:0099072	0.36
GO:0060249	GO:0099072	0.491
GO:0042391	GO:0099072	0.605
GO:0032535	GO:0099072	0.381
GO:0051235	GO:0099072	0.543
GO:0043029	GO:0099072	0.333
GO:0043604	GO:0009309	0.553
GO:0042403	GO:0009309	0.322
GO:0009713	GO:0009309	0.315
GO:0042423	GO:0009309	0.601
GO:0006665	GO:0009309	0.395
GO:0009308	GO:0009309	0.536
GO:0006518	GO:0009309	0.495
GO:0061614	GO:0009309	0.406
GO:0008610	GO:0009309	0.334
GO:0006576	GO:0009309	0.536
GO:0042401	GO:0009309	0.846
GO:0043604	GO:0042401	0.468
GO:0042423	GO:0042401	0.689
GO:0006665	GO:0042401	0.342
GO:0009308	GO:0042401	0.467
GO:0006518	GO:0042401	0.427
GO:0061614	GO:0042401	0.314
GO:0006576	GO:0042401	0.693
GO:0009309	GO:0042401	0.846
GO:0052547	GO:0010952	0.652
GO:0033674	GO:0010952	0.314
GO:2000117	GO:0010952	0.507
GO:0045860	GO:0010952	0.502
GO:2000630	GO:0010952	0.394
GO:0044057	GO:0120163	0.327
GO:0001817	GO:0120163	0.366
GO:0030278	GO:0120163	0.327
GO:0001894	GO:0120163	0.356
GO:0120162	GO:0120163	0.69
GO:0006091	GO:0016101	0.398
GO:0072593	GO:0016101	0.398
GO:1901615	GO:0016101	0.314
GO:0120254	GO:0016101	0.314
GO:0006665	GO:0016101	0.461
GO:0018958	GO:0016101	0.314
GO:0019216	GO:0016101	0.354
GO:0008610	GO:0016101	0.379
GO:0006812	GO:2000649	0.302
GO:0034220	GO:2000649	0.403
GO:0010959	GO:2000649	0.381
GO:0034762	GO:2000649	0.525
GO:0030595	GO:0071407	0.308
GO:0033993	GO:0071407	0.403
GO:0014070	GO:0071407	0.63
GO:0071280	GO:0071407	0.319
GO:0071345	GO:0071407	0.639
GO:0071396	GO:0071407	0.639
GO:0009636	GO:0071407	0.315
GO:1901654	GO:0071407	0.368
GO:0071363	GO:0071407	0.639
GO:0070848	GO:0071407	0.403
GO:0006805	GO:0071407	0.394
GO:0035455	GO:0071407	0.324
GO:0009410	GO:0071407	0.315
GO:0043627	GO:0071407	0.319
GO:0046677	GO:0071407	0.315
GO:0071320	GO:0071407	0.56
GO:0034614	GO:0071407	0.309
GO:0014075	GO:0071407	0.305
GO:0010959	GO:2000193	0.314
GO:0051047	GO:2000193	0.339
GO:0006869	GO:2000193	0.454
GO:0051222	GO:2000193	0.457
GO:1905952	GO:2000193	0.404
GO:0010959	GO:1905952	0.347
GO:0051047	GO:1905952	0.353
GO:0010876	GO:1905952	0.643
GO:0040008	GO:1905952	0.36
GO:0006869	GO:1905952	0.409
GO:1903829	GO:1905952	0.355
GO:0051235	GO:1905952	0.36
GO:1904951	GO:1905952	0.454
GO:0034762	GO:1905952	0.398
GO:1902414	GO:1905952	0.327
GO:2000193	GO:1905952	0.404
GO:0002683	GO:0045916	0.416
GO:0006959	GO:0045916	0.324
GO:0050776	GO:0045916	0.465
GO:0002830	GO:0045916	0.452
GO:0019886	GO:0002504	0.528
GO:0006954	GO:0000302	0.319
GO:0006935	GO:0000302	0.319
GO:0033993	GO:0000302	0.319
GO:0014070	GO:0000302	0.319
GO:0009611	GO:0000302	0.401
GO:0009636	GO:0000302	0.401
GO:1901654	GO:0000302	0.477
GO:0070848	GO:0000302	0.319
GO:0009410	GO:0000302	0.401
GO:0046677	GO:0000302	0.401
GO:0034614	GO:0000302	0.61
GO:0030029	GO:0042254	0.311
GO:0034330	GO:0042254	0.319
GO:0097435	GO:0042254	0.319
GO:0034329	GO:0042254	0.351
GO:0045229	GO:0042254	0.319
GO:0098743	GO:0042254	0.311
GO:0044089	GO:0042254	0.366
GO:0045103	GO:0042254	0.311
GO:0006457	GO:0042254	0.311
GO:0033622	GO:0042254	0.309
GO:0033993	GO:0014075	0.486
GO:0014070	GO:0014075	0.486
GO:0071345	GO:0014075	0.305
GO:0071396	GO:0014075	0.305
GO:0009636	GO:0014075	0.383
GO:1901654	GO:0014075	0.437
GO:0071363	GO:0014075	0.305
GO:0070848	GO:0014075	0.486
GO:0035455	GO:0014075	0.39
GO:0009410	GO:0014075	0.383
GO:0043627	GO:0014075	0.378
GO:0046677	GO:0014075	0.383
GO:0071320	GO:0014075	0.311
GO:0071407	GO:0014075	0.305
GO:0042445	GO:0006734	0.403
GO:0006091	GO:0006734	0.388
GO:0007610	GO:0006734	0.306
GO:0046034	GO:0006734	0.543
GO:0072593	GO:0006734	0.388
GO:0044283	GO:0006734	0.373
GO:1901615	GO:0006734	0.428
GO:0120254	GO:0006734	0.428
GO:0043473	GO:0006734	0.306
GO:0048511	GO:0006734	0.306
GO:0009308	GO:0006734	0.325
GO:0032963	GO:0006734	0.543
GO:0051336	GO:0051101	0.387
GO:1900120	GO:0051101	0.527
GO:0051338	GO:0051101	0.387
GO:0032092	GO:0051101	0.437
GO:0046649	GO:0002279	0.396
GO:0006959	GO:0002279	0.332
GO:0042092	GO:0002279	0.332
