ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0022613	ribonucleoprotein complex biogenesis	328	-0.270019397306034	-1.6364132560625	9.7880459587358e-07	0.000149077377754857	0.000144187647778102	3589	tags=36%, list=24%, signal=28%	65961/50529/28035/15278/66249/73736/213773/67236/20595/27966/69241/13669/228889/192159/69902/57444/76130/98985/225348/72614/13871/229937/67755/226982/27998/66580/214572/66164/56505/69499/66448/74035/110109/229317/107732/17975/55989/68184/60321/69072/69713/104662/56200/66409/20174/216987/217011/18114/217109/67332/69731/70078/17089/20643/69237/107686/23992/20826/67973/56351/66467/68845/66138/18432/101867/19428/224823/117109/67134/227522/12181/67242/69878/59050/193116/52202/102462/217869/67148/64934/56095/59014/18148/71952/66181/18150/207704/20638/67832/52530/68011/107071/68147/67204/67674/68988/28000/20935/59028/69126/19384/69163/70465/18813/101612/27993/50783/15519/55944/69663/78581/14109/17724/448850/71986/109075/17725/100608/14645
GO:0051205	protein insertion into membrane	33	-0.600099203321778	-2.37513766564408	4.06132706451268e-06	0.000506096733970978	0.000489496788301792	4226	tags=61%, list=28%, signal=44%	67163/231430/18117/17153/71446/236792/56495/53333/69804/67775/53421/68944/72265/224727/103425/66048/85308/12028/414077/27643
GO:0045047	protein targeting to ER	37	-0.570332385655939	-2.33314340890008	3.9813015692607e-06	0.000506096733970978	0.000489496788301792	2521	tags=49%, list=17%, signal=41%	66384/67437/53421/20818/66624/14276/75608/217337/72265/224727/17155/14275/20813/27058/14828/20335/27643/66212
GO:0140053	mitochondrial gene expression	151	-0.330631752280855	-1.80657950687009	1.04076969783108e-05	0.00121415750068251	0.00117433319992676	3619	tags=44%, list=24%, signal=34%	71701/50529/27397/66121/76563/15278/94064/216767/68463/66419/66258/229487/67994/224805/24030/67681/67212/68611/64657/66448/68537/103172/226153/107732/66973/67417/56284/68626/66407/28028/64656/52443/27398/216151/68565/94065/66845/66399/101122/71984/14548/66163/66292/67308/70120/233870/68572/94066/68836/67840/66416/69163/67851/107734/102060/52469/79044/64659/108037/66047/66077/67267/68735/66493/94067/121022
GO:0072599	establishment of protein localization to endoplasmic reticulum	40	-0.537688614672631	-2.25618693666815	1.07590289185968e-05	0.00122899490751388	0.00118868394061164	2521	tags=45%, list=17%, signal=38%	66384/67437/53421/20818/66624/14276/75608/217337/72265/224727/17155/14275/20813/27058/14828/20335/27643/66212
GO:0035967	cellular response to topologically incorrect protein	82	-0.397529288372634	-2.01343639282769	1.15296509500646e-05	0.00129014441141233	0.00124782774406929	2564	tags=34%, list=17%, signal=28%	80280/70377/56491/229317/110213/269523/26427/67878/20856/56424/11911/12018/22393/17872/15510/22433/64136/71853/28146/70294/78943/80888/14828/12913/12028/13163/109815/17341
GO:0006749	glutathione metabolic process	46	-0.505167695147508	-2.19962256131838	1.29330977791056e-05	0.00141824350245672	0.00137172519181335	3386	tags=72%, list=23%, signal=56%	18023/14854/13666/14872/20655/14871/14651/14866/65106/109801/14775/14859/107869/50887/14630/237038/14863/232223/14782/14862/23887/66071/14873/57320/14381/76263/71522/83429/14870/14598/67096/14860/14858
GO:0045454	cell redox homeostasis	26	-0.609024981453141	-2.31615695294721	2.05295904253137e-05	0.00201006686253562	0.00194413677749493	3292	tags=62%, list=22%, signal=48%	216963/14775/26462/21672/30926/53381/232223/14782/69227/11757/11758/11792/18477/54683/22166/109815
GO:0019236	response to pheromone	11	-0.794134708127809	-2.36051445813443	3.74441999903954e-05	0.00353976807840238	0.00342366387570984	289	tags=55%, list=2%, signal=54%	171183/171186/171188/171184/171187/171185
GO:0019674	NAD metabolic process	47	-0.470251566760737	-2.0797339845391	5.46897539043135e-05	0.00508243933317544	0.00491573559625213	2680	tags=47%, list=18%, signal=39%	17449/269523/67834/15929/18563/14555/14751/17436/78914/14571/18746/209176/17448/18641/21991/16828/223646/11674/18655/14433/13806/15930
GO:0006520	amino acid metabolic process	198	-0.275391092274917	-1.52030857426632	9.84445544998934e-05	0.00856780146544311	0.00828677803793589	3126	tags=32%, list=21%, signal=26%	107869/11789/69219/14630/22228/13382/67547/212933/69719/242669/216136/15186/11847/67417/53381/14718/216443/66902/434437/18242/57295/67873/20502/71984/104816/212679/14719/11911/242642/72946/23887/112407/21990/12041/229517/18263/14711/246221/109652/236539/26432/57320/70120/56357/18245/192166/26433/69051/209176/20540/67870/18451/192653/18453/108037/13180/14598/230577/56448/12411/18452/11846/14645/15930
GO:0019320	hexose catabolic process	31	-0.53222628655258	-2.11603046043787	0.000101252140262291	0.00867446070403347	0.00838993885923393	2066	tags=52%, list=14%, signal=45%	11474/14635/14751/235582/26358/74246/12015/18746/110119/18641/21991/16828/11674/18655/14433/13806
GO:0006090	pyruvate metabolic process	107	-0.347620551075355	-1.76047850352966	0.000104749523808566	0.00883602521603644	0.00854620406392804	2066	tags=30%, list=14%, signal=26%	11474/18563/14635/22333/14555/14751/27273/236900/243853/56312/235339/74246/17436/56327/15937/18746/110119/26380/18641/21991/16828/353204/16833/80879/74747/18648/11674/15251/18655/68636/14433/13806
GO:0002067	glandular epithelial cell differentiation	48	-0.46717385715959	-2.04379210489766	0.000115325523192716	0.00958075520705549	0.00926650695127438	1455	tags=29%, list=10%, signal=26%	22346/12015/14465/22433/18667/14367/70465/16600/14561/14104/12638/15251/22061/17341
GO:0045104	intermediate filament cytoskeleton organization	44	-0.472837448065749	-2.02759505356887	0.000125130050545833	0.0100895303991589	0.00975859434442581	830	tags=25%, list=6%, signal=24%	73737/22352/110310/233335/74127/16669/406219/16687/16668/406220/16667
GO:0000387	spliceosomal snRNP assembly	31	-0.527483191839287	-2.09717281822128	0.000141080607353946	0.0112107966684302	0.0108430831403384	4087	tags=65%, list=27%, signal=47%	20901/12729/68295/20641/53890/20595/192159/214572/67332/69731/20643/107686/67242/69878/20638/68011/68988/28000/70465/50783
GO:0097193	intrinsic apoptotic signaling pathway	266	-0.255203550982464	-1.47007435139499	0.000147711142014897	0.0115700027381097	0.0111905072702414	3191	tags=32%, list=21%, signal=26%	22059/68015/21937/14775/20779/13871/68943/64704/18604/108705/66461/12581/66940/17395/433759/20201/53610/110213/15201/245527/237038/23939/50883/16452/26427/381308/22038/56449/22187/15257/68949/74769/23992/70369/107771/20869/22334/14362/68349/11911/18432/101867/12018/66787/56312/22393/66354/224727/12282/15507/12015/15254/57320/55948/53313/15937/22433/80795/68539/268373/66824/12925/15368/67184/12190/19823/12575/22070/170799/14694/18453/78943/15461/17319/12913/12028/13163/74747/15251/22061/20315/109815/68048/241494/228775/13806
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	37	-0.499461897483196	-2.0432229756152	0.000164854485698368	0.0125541270150576	0.0121423523238067	755	tags=32%, list=5%, signal=31%	11535/57266/67067/14109/16854/16687/20309/20315/403172/14433/12945/16447
GO:0045103	intermediate filament-based process	45	-0.468221860011597	-2.02552041430582	0.000186791907375332	0.0138402706505263	0.0133863105171682	830	tags=24%, list=6%, signal=23%	73737/22352/110310/233335/74127/16669/406219/16687/16668/406220/16667
GO:0046364	monosaccharide biosynthetic process	81	-0.363494568744446	-1.83951980779803	0.000226891506445199	0.0159493093569106	0.0154261728673537	2888	tags=37%, list=19%, signal=30%	13194/18534/67389/17449/77590/14718/58810/230784/18563/20869/14555/14751/11911/11450/14873/14711/19662/14571/14381/12952/26384/17448/21991/227358/18648/15251/18655/14433/14385/13806
GO:0030216	keratinocyte differentiation	90	-0.351391211689868	-1.79011802797765	0.000280912587346662	0.0190153545237253	0.0183916519175112	1067	tags=19%, list=7%, signal=18%	16952/55948/50523/12575/14284/110310/74127/21816/406219/16687/406220/22061/16667/107586/16447/19664/20753
GO:0061615	glycolytic process through fructose-6-phosphate	19	-0.625749307759031	-2.18993304707242	0.000310100574162371	0.0202414458110986	0.0195775274765667	2033	tags=58%, list=14%, signal=50%	14635/14751/74246/18746/110119/18641/21991/11674/18655/14433/13806
GO:0046184	aldehyde biosynthetic process	23	-0.593222381715458	-2.15935616300843	0.000320953734500261	0.020703403838411	0.0200243333054157	2786	tags=61%, list=19%, signal=50%	18534/17449/103711/18563/14555/21881/17448/21991/18648/11674/50781/18655/14433/13806
GO:0006790	sulfur compound metabolic process	228	-0.26121398906872	-1.48840109687128	0.000342546113717705	0.0218393062966765	0.0211229782241101	2208	tags=25%, list=15%, signal=22%	57295/232223/59031/67873/208715/22333/14782/330064/20850/27273/236900/328779/14862/68603/23972/23887/100705/50790/104158/66071/14873/14711/246221/56451/235339/14261/236539/106564/57320/60525/20887/140483/14381/192156/76263/15478/26897/71522/67870/227327/83429/22022/14870/73836/14600/319446/14598/14104/67096/22021/15212/50786/14860/64580/12411/14858/68947/78923
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	87	-0.352016595563845	-1.79117019020971	0.000432357964273173	0.0260507551440638	0.0251962917756882	3170	tags=41%, list=21%, signal=33%	68015/14775/20779/68943/108705/12581/17395/433759/53610/110213/15201/23939/26427/56449/74769/70369/22334/14362/68349/11911/22393/12282/15507/57320/22433/268373/67184/22070/170799/14694/17319/12913/15251/20315/109815/13806
GO:0060004	reflex	25	0.599820864183899	1.86585664252613	0.000452552708274478	0.0269711576029235	0.0260865050833732	3048	tags=48%, list=20%, signal=38%	192140/20510/114142/18124/243961/11549/12286/20230/319974/68039/56847/319239
GO:0006364	rRNA processing	160	-0.281077322381752	-1.53893157561856	0.000582922918396442	0.0332933995996635	0.0322013778824701	3251	tags=41%, list=22%, signal=32%	230082/65961/15278/73736/213773/27966/228889/69902/57444/76130/225348/72614/13871/229937/67755/27998/66580/69499/74035/110109/17975/60321/69072/69713/104662/56200/66409/216987/18114/217109/70078/17089/69237/20826/67973/66467/68845/66138/101867/224823/117109/227522/12181/59050/52202/102462/64934/56095/59014/18148/66181/18150/67832/52530/107071/68147/67674/59028/69163/18813/27993/69663/78581/448850/109075
GO:0042180	cellular ketone metabolic process	159	-0.280749084348449	-1.53606567119507	0.000708666500545326	0.0400579218813404	0.0387440241969327	2075	tags=24%, list=14%, signal=21%	15484/53322/71707/14555/15357/55990/27273/236900/18754/100705/50790/16531/11812/104158/11450/13897/14261/16592/100198/16952/57320/20845/18245/66108/209176/20540/22259/227358/27973/16367/212980/11674/27384/50781/78925/228775/76574/15930
